0 20 130 140
0	0.0033	58	169			20.443	21.251	22.107	22.755	23.275	23.294	22.99	22.296	21.691	20.902	20.178	19.343	18.825	18.134	17.442	16.465	15.677	14.722	13.946	13.173	12.851	12.509	12.232	11.754	11.383	10.839	10.345	9.823	9.618	9.427	9.302	9.045	8.891	8.54	8.183	7.69	7.418	7.146	7.018	6.887	7.001	7.105	7.293	7.393	7.653	7.812	7.958	7.83	7.694	7.312	6.966	6.51	6.284	6.05	5.992	5.876	5.878	5.786	5.735	5.673	5.706	5.723	5.757	5.797	5.898	5.929	5.949	5.931	5.995	5.981	5.958	5.833	5.817	5.72	5.694	5.627	5.72	5.805	5.907	5.898	5.927	5.885	5.855	5.827	5.967	6.166	6.442	6.701	7.067	7.386	7.749	8.056	8.44	8.722	8.956	9.03	9.122	9.126	9.207	9.268	9.479	9.698	9.996	10.202	10.456	10.628	10.862	11.09	11.463	11.812	12.157	12.357	12.521	12.496	12.427	12.298	12.318	12.329	12.396	12.415	12.537	12.593	12.686	12.768	12.997	13.231	13.484	13.636	13.796	13.849	13.903	13.965	14.183	14.436	14.709	14.881	15.018	15.009	14.954	14.875	14.94	15.054	15.236	15.378	15.532	15.554	15.514	15.428	15.432	15.449	15.489	15.494	15.523	15.473	15.387	15.287	15.321	15.361	15.383	15.312	15.261	15.122	14.95	14.76	14.72	14.712	14.715	14.651	14.627	14.477	14.244	13.928	13.674	13.307	12.838	12.201	11.558	10.819	10.126	9.5	9.132	8.874	8.719	8.493	8.293	7.956	7.588	7.124	6.758	6.401	6.126	5.854	5.713	5.598	5.529	5.446	5.429	5.387	5.333	5.212	5.144	5.039	5.008	4.957	5.024	5.053	5.131	5.108	5.137	5.066	5.06	5.01	5.08	5.098	5.157	5.151	5.254	5.348	5.515	5.654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.01	0.0033	58	169			19.641	20.605	21.588	22.336	22.886	22.861	22.445	21.671	21.06	20.313	19.643	18.878	18.433	17.769	17.039	15.99	15.138	14.119	13.248	12.409	12.04	11.705	11.428	11.009	10.739	10.345	9.972	9.562	9.433	9.276	9.128	8.825	8.634	8.256	7.878	7.395	7.146	6.903	6.788	6.682	6.806	6.905	7.037	7.072	7.244	7.315	7.351	7.157	6.986	6.624	6.289	5.892	5.719	5.573	5.565	5.534	5.589	5.559	5.5	5.427	5.404	5.367	5.319	5.307	5.366	5.392	5.398	5.388	5.451	5.458	5.445	5.36	5.391	5.368	5.399	5.381	5.492	5.569	5.626	5.557	5.526	5.436	5.346	5.274	5.372	5.541	5.762	5.974	6.289	6.563	6.85	7.089	7.413	7.643	7.814	7.839	7.914	7.917	7.99	8.038	8.244	8.453	8.73	8.918	9.184	9.375	9.62	9.843	10.2	10.505	10.786	10.93	11.083	11.074	11.035	10.952	11.04	11.112	11.225	11.296	11.508	11.664	11.847	12.002	12.309	12.599	12.887	13.061	13.262	13.355	13.446	13.54	13.799	14.076	14.358	14.521	14.659	14.637	14.569	14.486	14.572	14.711	14.923	15.1	15.3	15.363	15.346	15.277	15.29	15.304	15.316	15.283	15.266	15.175	15.04	14.903	14.902	14.918	14.919	14.842	14.798	14.684	14.544	14.395	14.39	14.401	14.404	14.333	14.307	14.163	13.938	13.639	13.397	13.034	12.544	11.891	11.237	10.509	9.832	9.243	8.906	8.661	8.492	8.25	8.055	7.734	7.397	6.977	6.664	6.339	6.06	5.768	5.608	5.476	5.373	5.262	5.208	5.13	5.025	4.875	4.794	4.705	4.69	4.676	4.773	4.827	4.92	4.934	5.015	4.991	5.015	4.984	5.054	5.045	5.063	5.027	5.109	5.186	5.332	5.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.02	0.0033	58	169			19.749	20.564	21.402	22.062	22.586	22.605	22.239	21.501	20.865	20.067	19.302	18.493	18.031	17.434	16.773	15.819	14.997	13.998	13.097	12.236	11.832	11.502	11.255	10.871	10.601	10.199	9.818	9.417	9.281	9.136	8.996	8.702	8.469	8.051	7.621	7.135	6.903	6.722	6.666	6.619	6.777	6.906	7.056	7.136	7.377	7.533	7.627	7.451	7.251	6.828	6.396	5.909	5.671	5.504	5.486	5.458	5.502	5.472	5.403	5.329	5.3	5.28	5.247	5.252	5.282	5.269	5.208	5.149	5.153	5.138	5.108	5.03	5.034	4.99	4.973	4.927	5.001	5.073	5.125	5.077	5.049	4.984	4.917	4.885	5.009	5.207	5.445	5.67	5.969	6.227	6.506	6.763	7.118	7.402	7.634	7.726	7.823	7.82	7.843	7.863	8.031	8.224	8.465	8.643	8.873	9.028	9.21	9.395	9.72	10.002	10.246	10.347	10.435	10.345	10.221	10.064	10.089	10.107	10.183	10.23	10.413	10.541	10.711	10.884	11.219	11.552	11.891	12.125	12.37	12.501	12.625	12.761	13.066	13.4	13.743	13.968	14.161	14.189	14.167	14.133	14.271	14.458	14.707	14.902	15.11	15.164	15.139	15.067	15.104	15.144	15.18	15.153	15.142	15.04	14.892	14.751	14.782	14.846	14.895	14.856	14.843	14.747	14.606	14.453	14.449	14.467	14.472	14.398	14.352	14.176	13.909	13.559	13.259	12.834	12.294	11.602	10.916	10.172	9.483	8.894	8.546	8.306	8.14	7.92	7.727	7.42	7.085	6.675	6.36	6.037	5.764	5.485	5.318	5.171	5.045	4.933	4.887	4.837	4.765	4.667	4.621	4.555	4.536	4.523	4.617	4.674	4.762	4.774	4.83	4.783	4.77	4.729	4.797	4.818	4.866	4.875	4.967	5.045	5.162	5.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.03	0.0033	58	169			18.983	19.907	20.872	21.66	22.237	22.243	21.822	21.061	20.369	19.556	18.834	18.149	17.775	17.226	16.587	15.671	14.851	13.852	12.973	12.181	11.807	11.482	11.208	10.828	10.522	10.088	9.656	9.239	9.044	8.841	8.635	8.332	8.088	7.687	7.27	6.832	6.589	6.391	6.284	6.235	6.364	6.504	6.66	6.78	7.006	7.139	7.205	7.042	6.863	6.502	6.173	5.812	5.657	5.539	5.547	5.523	5.519	5.415	5.29	5.183	5.113	5.051	5.01	5.025	5.067	5.062	5.041	5.037	5.075	5.061	5.022	4.935	4.916	4.847	4.818	4.789	4.861	4.929	4.98	4.964	4.965	4.939	4.928	4.976	5.173	5.443	5.768	6.111	6.534	6.925	7.339	7.751	8.227	8.624	8.948	9.151	9.336	9.413	9.477	9.513	9.626	9.723	9.829	9.862	9.914	9.892	9.894	9.919	10.065	10.182	10.269	10.241	10.191	9.985	9.763	9.549	9.514	9.48	9.497	9.498	9.628	9.707	9.835	9.983	10.299	10.61	10.926	11.139	11.368	11.492	11.623	11.79	12.114	12.463	12.807	13.041	13.218	13.236	13.207	13.194	13.344	13.551	13.821	14.057	14.291	14.362	14.343	14.3	14.36	14.44	14.517	14.556	14.59	14.52	14.37	14.223	14.225	14.252	14.253	14.169	14.119	13.991	13.83	13.669	13.674	13.71	13.738	13.685	13.662	13.505	13.253	12.916	12.612	12.175	11.612	10.908	10.203	9.454	8.788	8.267	7.996	7.836	7.751	7.614	7.473	7.199	6.894	6.531	6.252	5.965	5.732	5.496	5.349	5.214	5.104	5.001	4.943	4.867	4.769	4.641	4.553	4.461	4.437	4.445	4.549	4.621	4.711	4.725	4.75	4.672	4.624	4.566	4.597	4.592	4.61	4.612	4.687	4.756	4.863	4.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.04	0.0033	58	169			20.398	21.33	22.314	23.106	23.716	23.762	23.401	22.675	22.061	21.308	20.639	19.935	19.551	18.952	18.247	17.212	16.324	15.25	14.313	13.446	13.074	12.747	12.46	12.022	11.712	11.279	10.859	10.435	10.293	10.119	9.906	9.528	9.239	8.792	8.364	7.905	7.711	7.55	7.486	7.428	7.579	7.706	7.865	7.962	8.216	8.355	8.428	8.236	8.054	7.644	7.265	6.839	6.679	6.532	6.515	6.442	6.446	6.322	6.185	6.051	6.014	5.967	5.93	5.922	5.982	5.974	5.948	5.915	5.974	5.964	5.934	5.825	5.836	5.775	5.773	5.717	5.811	5.86	5.885	5.782	5.744	5.671	5.623	5.614	5.802	6.063	6.352	6.618	6.994	7.35	7.746	8.156	8.72	9.247	9.736	10.091	10.48	10.77	11.071	11.334	11.714	12.072	12.423	12.633	12.822	12.873	12.896	12.883	12.98	13.029	13.031	12.873	12.681	12.298	11.874	11.42	11.165	10.917	10.749	10.56	10.55	10.505	10.55	10.621	10.906	11.187	11.488	11.662	11.875	11.972	12.094	12.244	12.596	12.964	13.334	13.573	13.801	13.874	13.921	13.984	14.244	14.547	14.887	15.15	15.415	15.506	15.505	15.47	15.564	15.656	15.717	15.682	15.647	15.492	15.283	15.097	15.131	15.213	15.284	15.251	15.256	15.149	14.98	14.79	14.785	14.801	14.801	14.714	14.684	14.511	14.223	13.83	13.493	13.012	12.393	11.621	10.887	10.127	9.454	8.933	8.696	8.588	8.537	8.428	8.31	8.046	7.714	7.322	7.031	6.754	6.531	6.334	6.254	6.185	6.099	6.001	5.931	5.818	5.645	5.44	5.308	5.183	5.134	5.12	5.242	5.322	5.418	5.417	5.466	5.394	5.35	5.273	5.324	5.32	5.339	5.323	5.442	5.567	5.756	5.931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.05	0.0033	58	169			19.018	19.883	20.788	21.466	22.01	22.018	21.669	20.91	20.295	19.516	18.807	17.978	17.516	16.888	16.229	15.235	14.451	13.491	12.666	11.807	11.417	11.051	10.778	10.347	10.107	9.749	9.451	9.091	9.015	8.886	8.763	8.436	8.216	7.793	7.393	6.879	6.625	6.385	6.274	6.143	6.242	6.323	6.461	6.514	6.735	6.872	6.985	6.84	6.728	6.413	6.141	5.773	5.647	5.517	5.524	5.434	5.438	5.323	5.216	5.074	5.028	4.972	4.942	4.917	4.97	4.965	4.954	4.916	4.969	4.96	4.95	4.846	4.863	4.806	4.822	4.776	4.879	4.949	5.034	4.989	5.013	4.992	5.027	5.082	5.343	5.662	6.058	6.406	6.868	7.281	7.757	8.221	8.846	9.431	9.993	10.382	10.761	10.992	11.188	11.295	11.497	11.689	11.884	11.93	11.959	11.852	11.721	11.545	11.51	11.452	11.388	11.176	10.982	10.618	10.255	9.847	9.659	9.461	9.342	9.156	9.137	9.069	9.107	9.155	9.42	9.706	10.044	10.25	10.474	10.563	10.671	10.771	11.058	11.372	11.727	11.96	12.192	12.262	12.312	12.343	12.561	12.81	13.12	13.345	13.594	13.678	13.709	13.699	13.835	13.973	14.105	14.127	14.144	14.027	13.857	13.682	13.71	13.774	13.84	13.784	13.767	13.635	13.47	13.279	13.291	13.329	13.376	13.31	13.287	13.093	12.795	12.392	12.074	11.65	11.123	10.432	9.756	9.014	8.327	7.743	7.444	7.29	7.236	7.111	7.026	6.814	6.572	6.223	5.989	5.755	5.582	5.368	5.269	5.166	5.068	4.923	4.843	4.75	4.65	4.493	4.417	4.324	4.303	4.262	4.349	4.4	4.498	4.493	4.556	4.516	4.517	4.461	4.522	4.53	4.563	4.529	4.625	4.726	4.9	5.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.06	0.0033	58	169			19.903	20.678	21.508	22.145	22.641	22.641	22.306	21.59	20.965	20.202	19.555	18.84	18.44	17.871	17.263	16.302	15.441	14.385	13.484	12.604	12.183	11.841	11.608	11.23	10.938	10.505	10.073	9.607	9.386	9.191	9.018	8.726	8.5	8.127	7.751	7.305	7.064	6.868	6.776	6.67	6.724	6.761	6.844	6.871	7.056	7.198	7.344	7.249	7.141	6.815	6.524	6.143	5.981	5.839	5.859	5.81	5.808	5.691	5.574	5.443	5.374	5.328	5.315	5.34	5.401	5.418	5.413	5.392	5.419	5.394	5.337	5.192	5.118	4.99	4.915	4.828	4.881	4.966	5.052	5.054	5.076	5.07	5.054	5.061	5.203	5.418	5.662	5.879	6.187	6.492	6.872	7.289	7.883	8.493	9.112	9.601	10.106	10.512	10.933	11.313	11.815	12.34	12.887	13.271	13.566	13.664	13.673	13.572	13.511	13.385	13.217	12.872	12.466	11.876	11.283	10.681	10.295	9.966	9.762	9.54	9.459	9.335	9.294	9.266	9.436	9.641	9.901	10.045	10.207	10.245	10.308	10.38	10.645	10.966	11.342	11.618	11.887	12.004	12.094	12.174	12.429	12.736	13.104	13.387	13.662	13.755	13.777	13.755	13.876	14.037	14.221	14.316	14.389	14.321	14.181	14.028	14.061	14.147	14.235	14.206	14.185	14.038	13.836	13.613	13.585	13.612	13.662	13.624	13.62	13.459	13.19	12.814	12.493	12.071	11.552	10.871	10.179	9.414	8.706	8.094	7.747	7.567	7.525	7.447	7.391	7.209	6.985	6.647	6.367	6.086	5.858	5.624	5.474	5.348	5.232	5.115	5.04	4.978	4.902	4.801	4.739	4.669	4.647	4.623	4.701	4.765	4.872	4.896	4.954	4.91	4.9	4.838	4.88	4.883	4.935	4.933	5.033	5.124	5.275	5.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.07	0.0033	58	169			20.118	20.914	21.716	22.329	22.845	22.845	22.471	21.733	21.14	20.347	19.579	18.788	18.434	17.922	17.321	16.399	15.634	14.62	13.67	12.769	12.403	12.088	11.82	11.409	11.127	10.662	10.167	9.678	9.521	9.381	9.242	8.981	8.812	8.426	7.99	7.485	7.263	7.065	6.97	6.873	7	7.067	7.146	7.17	7.415	7.591	7.723	7.595	7.471	7.092	6.705	6.262	6.115	6.013	6.058	6.041	6.08	5.96	5.783	5.605	5.54	5.501	5.476	5.508	5.605	5.627	5.585	5.542	5.612	5.621	5.586	5.467	5.456	5.339	5.228	5.088	5.137	5.178	5.201	5.136	5.141	5.089	5.021	4.991	5.176	5.417	5.68	5.899	6.231	6.49	6.783	7.083	7.608	8.121	8.657	9.093	9.628	10.061	10.537	11.017	11.704	12.41	13.127	13.69	14.192	14.461	14.589	14.605	14.68	14.65	14.511	14.173	13.777	13.144	12.452	11.742	11.29	10.87	10.553	10.224	10.077	9.857	9.681	9.519	9.596	9.701	9.847	9.903	10.032	10.039	10.061	10.114	10.418	10.756	11.118	11.356	11.604	11.65	11.641	11.626	11.855	12.135	12.489	12.779	13.103	13.214	13.223	13.186	13.323	13.474	13.644	13.752	13.904	13.911	13.843	13.766	13.912	14.079	14.217	14.217	14.243	14.106	13.885	13.643	13.643	13.701	13.772	13.758	13.79	13.618	13.274	12.807	12.43	11.938	11.332	10.593	9.915	9.181	8.501	7.95	7.729	7.659	7.669	7.608	7.562	7.342	7.028	6.626	6.347	6.088	5.877	5.674	5.58	5.477	5.334	5.203	5.163	5.129	5.048	4.944	4.905	4.829	4.752	4.685	4.77	4.837	4.911	4.914	4.983	4.949	4.92	4.873	4.973	5.034	5.092	5.093	5.18	5.243	5.337	5.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.08	0.0033	58	169			19.354	20.239	21.137	21.833	22.389	22.376	21.984	21.256	20.691	19.945	19.243	18.527	18.191	17.662	17.014	16.07	15.268	14.251	13.305	12.443	12.069	11.745	11.456	11.068	10.788	10.336	9.831	9.345	9.138	8.936	8.724	8.455	8.298	7.978	7.618	7.227	7.071	6.913	6.808	6.718	6.823	6.884	6.948	6.979	7.191	7.32	7.398	7.257	7.136	6.798	6.459	6.061	5.908	5.772	5.761	5.71	5.732	5.641	5.513	5.393	5.353	5.329	5.302	5.337	5.426	5.458	5.42	5.384	5.417	5.391	5.311	5.187	5.165	5.082	5.013	4.955	5.047	5.139	5.182	5.146	5.131	5.058	4.944	4.879	4.99	5.177	5.398	5.629	5.976	6.304	6.671	7.065	7.624	8.169	8.709	9.172	9.709	10.182	10.69	11.209	11.868	12.548	13.234	13.817	14.348	14.694	14.909	15.024	15.147	15.154	15.037	14.751	14.396	13.823	13.167	12.475	11.973	11.469	11.031	10.588	10.325	10.021	9.785	9.584	9.61	9.661	9.75	9.755	9.824	9.788	9.77	9.79	10.038	10.325	10.634	10.848	11.083	11.157	11.19	11.232	11.496	11.804	12.155	12.431	12.727	12.825	12.817	12.765	12.873	12.998	13.131	13.212	13.337	13.343	13.28	13.227	13.38	13.557	13.696	13.731	13.793	13.715	13.534	13.326	13.304	13.312	13.307	13.235	13.225	13.06	12.76	12.357	12.018	11.549	10.95	10.22	9.529	8.789	8.102	7.561	7.316	7.219	7.2	7.15	7.12	6.951	6.688	6.348	6.091	5.85	5.638	5.453	5.362	5.292	5.182	5.082	5.015	4.944	4.816	4.685	4.605	4.514	4.455	4.426	4.529	4.608	4.718	4.767	4.876	4.862	4.858	4.81	4.872	4.857	4.848	4.795	4.85	4.897	4.999	5.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
0.09	0.0033	58	169			19.118	19.978	20.901	21.629	22.216	22.243	21.9	21.153	20.519	19.711	19.011	18.273	17.895	17.321	16.69	15.728	14.881	13.812	12.879	11.999	11.592	11.22	10.958	10.572	10.305	9.859	9.456	9.047	8.934	8.764	8.627	8.361	8.196	7.814	7.445	7.021	6.858	6.684	6.609	6.533	6.647	6.708	6.793	6.822	7.017	7.126	7.206	7.054	6.899	6.518	6.168	5.757	5.598	5.447	5.456	5.409	5.437	5.327	5.214	5.076	5.027	4.958	4.915	4.902	4.958	4.949	4.935	4.915	4.99	4.995	4.988	4.901	4.895	4.797	4.743	4.665	4.73	4.778	4.825	4.787	4.782	4.714	4.651	4.606	4.734	4.901	5.124	5.327	5.651	5.929	6.273	6.607	7.099	7.537	7.988	8.332	8.766	9.14	9.615	10.111	10.791	11.506	12.285	12.968	13.622	14.101	14.483	14.746	15.003	15.119	15.109	14.889	14.571	14.005	13.356	12.638	12.091	11.53	11.049	10.543	10.205	9.818	9.524	9.255	9.221	9.22	9.295	9.288	9.35	9.295	9.281	9.273	9.471	9.686	9.951	10.118	10.31	10.352	10.394	10.434	10.682	10.963	11.318	11.599	11.904	12.021	12.077	12.069	12.199	12.317	12.463	12.541	12.656	12.653	12.624	12.589	12.737	12.897	13.055	13.108	13.185	13.126	13.007	12.851	12.862	12.886	12.915	12.866	12.867	12.706	12.44	12.058	11.729	11.244	10.641	9.881	9.159	8.382	7.707	7.179	6.966	6.89	6.922	6.895	6.874	6.681	6.427	6.076	5.824	5.559	5.358	5.157	5.065	4.97	4.886	4.797	4.77	4.712	4.623	4.496	4.428	4.327	4.286	4.246	4.348	4.405	4.521	4.549	4.642	4.597	4.588	4.509	4.543	4.501	4.512	4.485	4.582	4.671	4.828	4.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	end
