0.0 0.0033 56 196	0.790820166	0.809305374	0.822561692	0.805048335	0.804238143	0.774900398	0.752312436	0.712264151	0.722250639	0.713580247	0.705159705	0.675464321	0.685966634	0.692268566	0.696986607	0.671668667	0.676470588	0.662853703	0.624407583	0.553846154	0.527733756	0.510649087	0.5093412	0.494479117	0.520758123	0.534679543	0.545494123	0.525198939	0.53330431	0.524211462	0.523208653	0.498417006	0.504344049	0.492030201	0.475463918	0.430970914	0.413087114	0.380088674	0.354941977	0.317035312	0.31113498	0.295484293	0.285250737	0.262019231	0.259062349	0.247348228	0.240368151	0.228676621	0.23139693	0.221543587	0.208727655	0.181788189	0.164512158	0.135484809	0.109322974	0.079074124	0.0679411	0.052100416	0.046405711	0.038904899	0.046498145	0.049493813	0.054704595	0.057442932	0.068776371	0.075501418	0.08075058	0.082328042	0.088400127	0.088907616	0.088383309	0.083203003	0.086176501	0.083402404	0.080274514	0.070365359	0.068826746	0.062041565	0.057998598	0.049669201	0.051781195	0.052529748	0.057324841	0.058420239	0.069044879	0.075477099	0.086185645	0.091503888	0.105737316	0.113360711	0.123039923	0.122834188	0.127850792	0.123613923	0.121768381	0.113992125	0.118414739	0.118935082	0.124927029	0.124398625	0.133537006	0.136426456	0.142279629	0.141312893	0.150249438	0.156271352	0.168278152	0.177394188	0.196430304	0.213983865	0.235310896	0.251814839	0.274502441	0.288124411	0.301342474	0.303983026	0.311507357	0.311633396	0.317070757	0.318797292	0.334795613	0.347225005	0.365167406	0.378623004	0.402757916	0.425490397	0.453126615	0.476329206	0.507571802	0.532100452	0.556507937	0.57238663	0.594588859	0.612565998	0.633141059	0.647015783	0.666701353	0.680300501	0.696199874	0.708607166	0.730450489	0.751354222	0.775105485	0.791453349	0.808512831	0.816910038	0.823051123	0.825627477	0.83518931	0.845585257	0.858282828	0.867547665	0.879045997	0.886441017	0.891772723	0.893939394	0.900379696	0.906986028	0.914576881	0.918301962	0.924102667	0.926429147	0.928099929	0.925074108	0.925982959	0.926748971	0.930244557	0.931273253	0.936440678	0.939189889	0.941989812	0.941268517	0.943820225	0.944680851	0.946224374	0.944433074	0.945170771	0.943762575	0.943011398	0.940011938	0.941188119	0.943162689	0.947567783	0.950538934	0.955423781	0.958372262	0.96085259	0.960175101	0.96017557	0.958502674	0.956197378	0.950159405	0.944104619	0.934398654	0.92342437	0.909177416	0.896591995	0.880760554	0.862546327	0.835732619	0.806812986	0.768948366	0.727891156	0.679905623	0.638803467	0.599150357	0.567211474	0.536517376	0.521223471	0.510507674	0.509937381	0.509493671	0.530521643	0.555893867	0.593384224	0.616838488	0.660757946	0.678347935	0.694287508	0.680970149	end
0.01 0.0033 56 196	0.019563582	0.161205767	0.269095182	0.354994629	0.427346115	0.461155378	0.429599178	0.355345912	0.291560102	0.245925926	0.178869779	0.139296188	0.130029441	0.143438454	0.107700893	0.073229292	0.0625	0.095725467	0.104265403	0.135042735	0.193343899	0.247464503	0.275319567	0.286605857	0.30866426	0.32309043	0.320417936	0.314323607	0.325642142	0.326077299	0.30328977	0.270918137	0.241529105	0.219379195	0.178969072	0.152396559	0.144118828	0.144296655	0.133253301	0.131548312	0.137128536	0.14921466	0.14719764	0.146634615	0.148139198	0.148950575	0.137200342	0.126610759	0.117932776	0.112530076	0.101647389	0.090234246	0.083871961	0.074429423	0.059933407	0.043484078	0.035778869	0.028762457	0.02671098	0.026056676	0.033511132	0.038695163	0.040262582	0.040617297	0.043248945	0.046098918	0.045857052	0.047301587	0.050121603	0.052038344	0.048647515	0.043582525	0.040029037	0.036158309	0.029531039	0.023420423	0.022804664	0.022616137	0.021035761	0.018070505	0.019369282	0.022443649	0.025188188	0.027230591	0.034618335	0.041221374	0.047122404	0.049402617	0.056424846	0.063031229	0.070899471	0.075307327	0.082914573	0.086394755	0.087938491	0.083741477	0.08386911	0.083051992	0.084257638	0.083946981	0.088104859	0.090523198	0.092092289	0.090605346	0.093318987	0.096632504	0.10411173	0.112834016	0.129013483	0.145601229	0.162673512	0.175355897	0.190668419	0.200754006	0.209940017	0.215257016	0.224593199	0.231487855	0.238495794	0.243329351	0.254636092	0.266078942	0.279144816	0.292992983	0.313993871	0.336859402	0.36	0.381125793	0.405744125	0.429021751	0.451746032	0.473493719	0.500901857	0.528405491	0.553854221	0.573847601	0.593340271	0.609244574	0.623976485	0.638435446	0.658839779	0.680616038	0.702109705	0.719569533	0.735751829	0.748289595	0.75861368	0.77014531	0.786495242	0.805589307	0.823434343	0.839301927	0.853592544	0.865511716	0.873334001	0.87979129	0.886390887	0.891916168	0.894894595	0.894973969	0.895327852	0.895430757	0.895805829	0.896350813	0.899804948	0.904115226	0.908059024	0.910913601	0.915460934	0.920335647	0.924004574	0.927185479	0.930919684	0.933575506	0.932728958	0.928571429	0.924293098	0.920321932	0.916916617	0.914345404	0.916237624	0.921477374	0.92872807	0.936133777	0.944484204	0.9534932	0.961063628	0.965620329	0.966384755	0.962780749	0.953213258	0.938682253	0.922273782	0.906749369	0.893592437	0.883273419	0.875464487	0.866043614	0.850337911	0.826247071	0.793781436	0.754618664	0.709214595	0.662341067	0.617556612	0.576695494	0.535190127	0.496190299	0.46275489	0.439905549	0.423631909	0.422468354	0.440251572	0.474119182	0.503307888	0.518900344	0.520171149	0.508760951	0.474576271	0.439676617	end
0.02 0.0033 56 196	0.770504138	0.776539974	0.76733255	0.737916219	0.71493441	0.680776892	0.628982528	0.557127883	0.525319693	0.506666667	0.471744472	0.433040078	0.42639843	0.4491353	0.469308036	0.494597839	0.553308824	0.620710415	0.633886256	0.597720798	0.561014263	0.53346856	0.498525074	0.453672588	0.450361011	0.466637401	0.482803657	0.481874447	0.501959077	0.518880498	0.524109959	0.50565355	0.49913119	0.495805369	0.475463918	0.433428923	0.397029305	0.35751713	0.308923569	0.260380287	0.242033656	0.242146597	0.243657817	0.236378205	0.237554374	0.23155044	0.218964041	0.199631827	0.18904216	0.176198408	0.161409043	0.139887826	0.127885503	0.112080244	0.097669256	0.082285256	0.081374322	0.079601362	0.081856228	0.07889049	0.081516698	0.078627672	0.075054705	0.070731969	0.074894515	0.080541846	0.086548598	0.09005291	0.095167601	0.095228063	0.092472216	0.08455844	0.083791351	0.080605056	0.077986898	0.069324451	0.068413992	0.063365933	0.059601322	0.050755406	0.051781195	0.053206927	0.056745802	0.055813055	0.061852704	0.064599237	0.068739926	0.068367153	0.076813656	0.083850635	0.092929293	0.095150518	0.101952068	0.10220808	0.103315714	0.09872275	0.104116687	0.107166972	0.113932672	0.114482081	0.121316645	0.122211254	0.123940051	0.120381289	0.125305683	0.129136164	0.137513429	0.143943827	0.158017266	0.170476373	0.183780186	0.192608655	0.207472775	0.217719133	0.228220508	0.232712894	0.243008867	0.250073754	0.260069273	0.26702509	0.286041874	0.304347826	0.326542961	0.343842164	0.368437181	0.390674746	0.414470284	0.43138071	0.453263708	0.470946727	0.488571429	0.499680647	0.516604775	0.532946146	0.551651809	0.565799101	0.58491155	0.602671119	0.622506823	0.639601442	0.663089673	0.686245353	0.710337553	0.728346045	0.746676286	0.76013479	0.771216587	0.779392338	0.792265641	0.806804374	0.822828283	0.837082619	0.853191703	0.866913679	0.87744263	0.88410596	0.891986411	0.898802395	0.905185333	0.908390068	0.914377381	0.919283414	0.923936224	0.925380763	0.929781337	0.934053498	0.93911877	0.941918148	0.94791236	0.953796747	0.958103753	0.959524306	0.96181856	0.96274001	0.961368085	0.956610725	0.954292085	0.952816901	0.952409518	0.951253482	0.955148515	0.961382315	0.968600478	0.97390954	0.98098354	0.98816568	0.993774401	0.995195388	0.995075474	0.99315508	0.988702973	0.980765143	0.972896013	0.965832632	0.958823529	0.950306619	0.940970379	0.928026641	0.909199913	0.88193282	0.849908551	0.812648034	0.7711812	0.725783196	0.684092815	0.644515248	0.608739159	0.575171901	0.557220141	0.550649351	0.558943643	0.571202532	0.604143544	0.638973467	0.680407125	0.701603666	0.73594132	0.754693367	0.770244821	0.76119403	end
0.03 0.0033 56 196	0.312264861	0.384665793	0.444183314	0.490332975	0.529767911	0.546812749	0.505652621	0.411949686	0.33657289	0.294320988	0.251105651	0.2228739	0.229636899	0.246185148	0.21875	0.159663866	0.135416667	0.146297411	0.151658768	0.16980057	0.23560486	0.288032454	0.310226155	0.301968315	0.317238267	0.330553117	0.32390074	0.309902741	0.318241184	0.321190582	0.296079315	0.26458616	0.257602085	0.277684564	0.279587629	0.283490373	0.290244882	0.287384119	0.24689876	0.190919674	0.15037594	0.133507853	0.126253687	0.13034188	0.148622523	0.161588806	0.159888699	0.148496625	0.139498737	0.127151582	0.113564669	0.098977235	0.093875038	0.083442361	0.068396226	0.048033182	0.036424696	0.023085657	0.015755785	0.009846302	0.014842301	0.018110236	0.020350109	0.020040724	0.025316456	0.030137562	0.035104364	0.038941799	0.046737866	0.050879595	0.05210736	0.046814722	0.046665975	0.043099876	0.039825309	0.031019049	0.030131049	0.025774246	0.023540018	0.016095586	0.017714619	0.020315372	0.026539278	0.029741213	0.040180284	0.047614504	0.054043804	0.05376446	0.058226648	0.060930188	0.064838865	0.064756558	0.069288751	0.069424356	0.067851994	0.060885432	0.062278092	0.064242307	0.069760654	0.073048601	0.082684537	0.086574531	0.085979097	0.07802673	0.076885454	0.077208394	0.084090243	0.094109616	0.114948104	0.136765271	0.157539456	0.172339021	0.190668419	0.204995287	0.219651528	0.230108979	0.245737114	0.257154096	0.267689263	0.2717045	0.283449651	0.294329794	0.30980234	0.32482457	0.348723187	0.371366951	0.391317829	0.402871709	0.416605744	0.427235473	0.438518519	0.448584203	0.468116711	0.488912355	0.509071841	0.522002718	0.537460978	0.5514399	0.567709427	0.583421666	0.607416065	0.632288901	0.65685654	0.674224219	0.691950943	0.705912386	0.720093505	0.733258815	0.752682729	0.770959903	0.787272727	0.797538586	0.807896583	0.815541758	0.822427097	0.829520369	0.840927258	0.852095808	0.861124988	0.864837805	0.868457991	0.87037037	0.872854677	0.875293877	0.882866235	0.89063786	0.897224229	0.899028524	0.901612236	0.902620947	0.903420314	0.904131024	0.910320433	0.916346653	0.920263727	0.918952108	0.919225702	0.919215292	0.920715857	0.922403502	0.93029703	0.939796019	0.948464912	0.952452906	0.95654841	0.960759888	0.96475678	0.965833867	0.967027085	0.96684492	0.963337952	0.953985122	0.94378823	0.934924306	0.928361345	0.922605202	0.918462682	0.912987432	0.901133639	0.879812521	0.851165981	0.817029844	0.778231293	0.736138419	0.696253844	0.656653012	0.614409606	0.566437465	0.526217228	0.495159386	0.479444596	0.474050633	0.49981502	0.539364941	0.583715013	0.599656357	0.613691932	0.613892365	0.608913999	0.588930348	end
0.04 0.0033 56 196	0.127163281	0.25819135	0.331962397	0.367883996	0.398082745	0.382968127	0.310894142	0.219601677	0.193861893	0.183703704	0.131203931	0.086021505	0.084887144	0.093082401	0.043526786	0.00060024	0.030637255	0.093919326	0.104265403	0.109401709	0.156893819	0.189148073	0.193215339	0.192030725	0.245938628	0.293239684	0.311275577	0.309902741	0.335219852	0.338071968	0.306894998	0.258706468	0.248045178	0.25	0.230927835	0.209750102	0.210758731	0.205965337	0.176470588	0.145906092	0.142499105	0.15052356	0.153097345	0.158119658	0.175205413	0.181900248	0.172945205	0.157700961	0.149795998	0.134739959	0.113038906	0.089904322	0.081255771	0.067015555	0.05036071	0.032245116	0.030224748	0.024725621	0.02314131	0.020052834	0.029336735	0.033295838	0.035229759	0.035580324	0.043565401	0.048934159	0.049968374	0.04962963	0.052553664	0.052354366	0.047494234	0.041497237	0.041895676	0.04071695	0.035354061	0.027688144	0.027757713	0.025570497	0.022337975	0.01599684	0.018882616	0.02137951	0.024319629	0.024430282	0.0331799	0.038167939	0.042760975	0.042101271	0.049122807	0.05281253	0.057046657	0.057206466	0.063780441	0.065085334	0.065353196	0.061269567	0.066500336	0.069354683	0.073263281	0.07383407	0.082191781	0.085784798	0.087162295	0.083726415	0.088330236	0.09067838	0.094442817	0.096450166	0.108836939	0.119189397	0.1306332	0.138587725	0.157153586	0.170876532	0.186327716	0.196547401	0.216895645	0.231586193	0.247600198	0.258960573	0.282951147	0.304548187	0.328156515	0.350045764	0.381613892	0.410496046	0.43503876	0.451669962	0.470287206	0.480823789	0.485820106	0.485416223	0.494217507	0.501900739	0.510015732	0.514058744	0.526951093	0.536310518	0.547239135	0.556391774	0.57798555	0.598300584	0.619620253	0.636088183	0.65763166	0.672419075	0.684012603	0.694441622	0.714010933	0.733191576	0.750707071	0.765863008	0.785349233	0.80122171	0.812606474	0.8234999	0.840427658	0.855588822	0.866020581	0.871145374	0.878083016	0.881441224	0.881892962	0.881018093	0.886767272	0.89218107	0.895985966	0.896651509	0.900785449	0.902724542	0.902588627	0.902253286	0.908343737	0.913336793	0.915730916	0.91485878	0.918110875	0.920020121	0.921515697	0.923398329	0.931980198	0.940291118	0.946471292	0.949430845	0.955014825	0.959098931	0.960747072	0.96038864	0.961781394	0.960534759	0.95417244	0.943995749	0.935140266	0.925042052	0.912710084	0.898498626	0.88639983	0.869266301	0.844560715	0.810177436	0.773776863	0.72903837	0.679406308	0.624852536	0.579396142	0.534668487	0.491661107	0.448615499	0.42363712	0.406847698	0.398584264	0.39778481	0.43063263	0.471944324	0.512468193	0.530927835	0.564792176	0.57008761	0.55304457	0.509950249	end
0.05 0.0033 56 196	0.519939804	0.561598952	0.580493537	0.563372718	0.548435923	0.499003984	0.454779034	0.411949686	0.430179028	0.440987654	0.451597052	0.446236559	0.458783121	0.452695829	0.442522321	0.425570228	0.446078431	0.450933173	0.436611374	0.392592593	0.36661384	0.317444219	0.283677483	0.260681709	0.298736462	0.332309043	0.365259034	0.377099912	0.401828472	0.390937361	0.362325372	0.317051108	0.301476977	0.289010067	0.268865979	0.242523556	0.233239663	0.209189843	0.177270908	0.147846333	0.147153598	0.148560209	0.151622419	0.151976496	0.164572257	0.164296998	0.160316781	0.152996523	0.15426462	0.143623913	0.129688048	0.10656549	0.092028316	0.067306295	0.047031077	0.026491838	0.022603978	0.014759682	0.015755785	0.014289145	0.022611317	0.023622047	0.025929978	0.027006752	0.035443038	0.040638454	0.045119123	0.047619048	0.053399598	0.0542505	0.053784861	0.050463977	0.052265892	0.048694571	0.042840803	0.031331321	0.026209885	0.016809291	0.011519583	0.004937296	0.009246642	0.012769662	0.020459371	0.02433372	0.035193709	0.040171756	0.048165355	0.05196283	0.062778568	0.068283832	0.075709476	0.076372084	0.080305373	0.075402565	0.071600192	0.064054547	0.065636695	0.063952928	0.066939093	0.067353952	0.076278703	0.079072063	0.0834155	0.082448899	0.088134598	0.088628599	0.092587167	0.093231909	0.102919779	0.109681137	0.121981365	0.1316112	0.150863688	0.162865221	0.178139579	0.186035298	0.201987723	0.211033533	0.227412172	0.242134608	0.272881356	0.301743138	0.33672852	0.36835147	0.406945863	0.439046934	0.467906977	0.486629903	0.506422977	0.516234107	0.523068783	0.522141793	0.527639257	0.530834213	0.536969061	0.53778614	0.544640999	0.547057596	0.552068024	0.553211787	0.562685933	0.571747212	0.586603376	0.59899697	0.61681954	0.629531298	0.643459701	0.655014734	0.673719376	0.689854192	0.707979798	0.723797034	0.74386211	0.759162828	0.77332398	0.785871965	0.803157474	0.81756487	0.830952143	0.839607529	0.849207941	0.853361514	0.856504519	0.857814576	0.864490299	0.870576132	0.879063048	0.886109963	0.895618024	0.900756242	0.904771806	0.906738994	0.911360799	0.913025428	0.914906768	0.91485878	0.917908179	0.919215292	0.922815437	0.926183844	0.934158416	0.940588177	0.947667464	0.951747759	0.956752888	0.958372262	0.959480848	0.956758488	0.95407344	0.947058824	0.939251838	0.92879915	0.921113689	0.911795627	0.903991597	0.89395221	0.884488799	0.868192072	0.847285808	0.818212253	0.788180155	0.749289436	0.70847248	0.662078909	0.623846799	0.582460932	0.546364243	0.510314068	0.493133583	0.480519481	0.48271168	0.490506329	0.52645209	0.563723358	0.612722646	0.648911798	0.70599022	0.729662078	0.748273697	0.732587065	end
0.06 0.0033 56 196	0.007524454	0.130406291	0.196827262	0.229323308	0.260847629	0.246015936	0.202466598	0.159853249	0.196930946	0.225185185	0.220638821	0.197458456	0.200686948	0.177009156	0.101004464	0.017406963	0.019607843	0.054184226	0.071682464	0.087749288	0.152667723	0.18306288	0.193215339	0.186269803	0.236462094	0.259877085	0.26643448	0.251547303	0.275141489	0.272323412	0.252816584	0.222523745	0.225456125	0.223573826	0.193402062	0.161818927	0.147731835	0.125755744	0.088435374	0.065192084	0.075546008	0.092277487	0.102359882	0.113514957	0.134847753	0.142857143	0.139768836	0.133769687	0.136778706	0.127891912	0.112863652	0.093698449	0.085718683	0.068905364	0.052441731	0.03679422	0.036812193	0.030528573	0.027572624	0.024615754	0.032003711	0.03295838	0.031619256	0.031079198	0.037869198	0.041583535	0.04037529	0.038835979	0.039970392	0.03792268	0.031977354	0.02575331	0.025303329	0.02196436	0.014141624	0.006037264	0.006088123	0.005195599	0.004607833	0.003653599	0.010511972	0.015478379	0.018529241	0.019698725	0.027522056	0.03110687	0.033469233	0.032808648	0.039449976	0.042593831	0.044733045	0.044235795	0.04947816	0.048789895	0.046516098	0.041486603	0.046252759	0.048037041	0.05000973	0.050073638	0.058933675	0.06278381	0.064582923	0.062794811	0.069549056	0.073011225	0.076960641	0.079578701	0.091667475	0.100749136	0.110096977	0.115301216	0.129271498	0.136098021	0.143863658	0.146880123	0.160479392	0.169534861	0.183770411	0.197530864	0.22781655	0.257363254	0.291851553	0.327773823	0.374770174	0.419533737	0.460671835	0.494121319	0.527101828	0.548176947	0.559470899	0.562273792	0.569230769	0.571488912	0.571054012	0.564753841	0.563891779	0.557387312	0.551438169	0.545261819	0.552698683	0.561125863	0.573734177	0.584056003	0.600845099	0.611457163	0.621302978	0.631236663	0.651548897	0.670615634	0.689090909	0.704125895	0.722817918	0.736931704	0.748572001	0.761489063	0.7818745	0.802295409	0.819962034	0.832799359	0.845197514	0.851147343	0.852543922	0.851068179	0.854635048	0.858024691	0.862656073	0.866267053	0.874224886	0.878483373	0.881380601	0.883788859	0.892009988	0.898183705	0.903780777	0.907695456	0.915171785	0.920221328	0.923715257	0.92678074	0.933960396	0.938805822	0.940191388	0.938249219	0.938043145	0.935430292	0.930779783	0.925475123	0.924526282	0.921925134	0.917616967	0.911158342	0.908352668	0.903595458	0.897689076	0.890568831	0.886612167	0.878074981	0.863745367	0.841870327	0.818815729	0.787186168	0.750154607	0.708218639	0.673189824	0.635715369	0.597731821	0.55751719	0.532875572	0.511452184	0.497685815	0.491455696	0.517573067	0.548499348	0.581679389	0.60137457	0.643031785	0.650187735	0.632768362	0.595149254	end
0.07 0.0033 56 196	0.276899925	0.334207077	0.348413631	0.342105263	0.347124117	0.332171315	0.288797533	0.233752621	0.24859335	0.268641975	0.261425061	0.22971652	0.239450442	0.248219736	0.236049107	0.200480192	0.224877451	0.250451535	0.241706161	0.192592593	0.179080824	0.156693712	0.14159292	0.123859818	0.163808664	0.19095698	0.202002612	0.186118479	0.201131911	0.195912928	0.187021181	0.174129353	0.196350999	0.215604027	0.201649485	0.174928308	0.15816941	0.139862958	0.103241297	0.079161816	0.081632653	0.098167539	0.101474926	0.101495726	0.110923151	0.116677951	0.115796233	0.111474739	0.114824169	0.110864335	0.099719593	0.078027054	0.065712527	0.048408199	0.034406215	0.018464009	0.016920692	0.010722846	0.009354998	0.003962536	0.00846475	0.008661417	0.010175055	0.010609795	0.017721519	0.022051874	0.023508328	0.022645503	0.024849318	0.024544401	0.023485007	0.019914503	0.021570051	0.01875259	0.013413746	0.003955449	0.002166959	-0.001426243	-0.002003406	-0.004048583	0.003114658	0.009577247	0.017274657	0.022402472	0.034618335	0.043416031	0.051957903	0.055091978	0.063347558	0.0666603	0.068398268	0.064272578	0.064843448	0.061324848	0.059010091	0.053682896	0.056136647	0.055850294	0.056042032	0.052331861	0.055188726	0.055478776	0.057878131	0.057881289	0.065245036	0.070180576	0.076081649	0.078115857	0.085750315	0.092297349	0.10011409	0.104459319	0.113312054	0.116776626	0.118918404	0.116018902	0.120432622	0.124987708	0.137852548	0.152827559	0.183748754	0.215888599	0.25453812	0.29319638	0.343309499	0.393858478	0.445684755	0.490791801	0.53462141	0.566144794	0.586455026	0.593357462	0.598514589	0.597782471	0.594965915	0.58555451	0.580332986	0.56990818	0.560256141	0.547169811	0.545792605	0.546362188	0.554324895	0.560129558	0.57374008	0.581742061	0.589592438	0.593943705	0.607916582	0.622620494	0.642020202	0.6612529	0.686742159	0.709693571	0.730333701	0.748745736	0.769684253	0.788922156	0.804975522	0.815778935	0.826147985	0.832125604	0.835076673	0.835428805	0.840981419	0.848353909	0.858115778	0.86575031	0.877532038	0.886149384	0.892296497	0.893803463	0.898564295	0.900674624	0.902132482	0.8998158	0.901084423	0.901911469	0.903419316	0.904994031	0.912277228	0.921279335	0.930023923	0.936536718	0.943461814	0.94809509	0.949667616	0.947789878	0.947436035	0.946096257	0.944474049	0.939957492	0.938620544	0.93597561	0.932352941	0.926728695	0.924832785	0.922977763	0.91911925	0.91050106	0.900548697	0.885362387	0.863079777	0.833136715	0.804165502	0.773934153	0.743495664	0.708604349	0.682480233	0.657615112	0.637625919	0.613291139	0.607473178	0.6046107	0.610687023	0.604810997	0.610635697	0.596996245	0.563716259	0.512437811	end
0.08 0.0033 56 196	0.173814898	0.21887287	0.226792009	0.220730397	0.205348133	0.188247012	0.151079137	0.134171908	0.148337596	0.187654321	0.194594595	0.206744868	0.215407262	0.240081384	0.234375	0.226290516	0.205269608	0.172787477	0.091232227	0.011965812	-0.028526149	-0.053752535	-0.061455261	-0.042246759	0.023916968	0.078138718	0.103178058	0.118037135	0.148019155	0.167036873	0.171698963	0.176390773	0.187662902	0.200083893	0.175670103	0.143793527	0.106382979	0.069326884	0.022008804	-0.007760962	-0.014679556	-0.002617801	0.008554572	0.023237179	0.039149348	0.051004288	0.055650685	0.061362242	0.066057898	0.066999815	0.060287417	0.051633124	0.043551862	0.032853612	0.020810211	0.011907948	0.009429088	0.006433708	0.006277696	0.008045149	0.014030612	0.016985377	0.018271335	0.020683742	0.025527426	0.028457419	0.028041324	0.028042328	0.028867506	0.027599284	0.024009226	0.01960171	0.017733071	0.013365106	0.005303109	-0.003434995	-0.006707254	-0.00906683	-0.009716518	-0.009578355	-0.004185322	0.002225017	0.007430998	0.011490923	0.018699655	0.024236641	0.029297431	0.031955244	0.037743006	0.041447808	0.044829245	0.045010164	0.04686896	0.044161604	0.040941855	0.035724575	0.036656751	0.03597955	0.036291107	0.035738832	0.039420518	0.039782823	0.038651154	0.035279088	0.035997261	0.035627135	0.035745678	0.036668617	0.043166165	0.051671149	0.061133295	0.068728198	0.078576793	0.084354383	0.088831762	0.089979747	0.095878398	0.101878257	0.114299852	0.127737953	0.152043868	0.178320978	0.211073013	0.248652497	0.297548519	0.351545651	0.408578811	0.46353137	0.516031332	0.559419985	0.592486772	0.61720247	0.63734748	0.649419219	0.652438385	0.64450716	0.632049948	0.611018364	0.587969767	0.563705745	0.55121122	0.543281997	0.544409283	0.546233413	0.554879934	0.560093945	0.566114443	0.571385022	0.584733752	0.600445525	0.62	0.639261576	0.660887865	0.679451232	0.695360257	0.710716436	0.728717026	0.747105788	0.764412029	0.779034842	0.79286144	0.804045894	0.812531736	0.820402739	0.830715532	0.842078189	0.853575482	0.862959901	0.87122778	0.876411478	0.879301383	0.881598164	0.88576779	0.889776855	0.894406099	0.898485469	0.903314077	0.908148893	0.913417317	0.920214883	0.928910891	0.938013665	0.945574163	0.951546288	0.956037215	0.95930655	0.960536035	0.961563101	0.963280163	0.965347594	0.966535223	0.965781084	0.963615271	0.959524811	0.953991597	0.947874815	0.942456736	0.937587281	0.931654676	0.923669233	0.912437128	0.898270962	0.879901051	0.859745707	0.839250769	0.818843878	0.79503002	0.766400297	0.735330836	0.701770956	0.665668391	0.62943038	0.604883463	0.589821662	0.584732824	0.582474227	0.58801956	0.583854819	0.561833019	0.528606965	end
0.09 0.0033 56 196	-0.019563582	0.147444299	0.244418331	0.280343716	0.295660949	0.260458167	0.184994861	0.104821803	0.119181586	0.161975309	0.179361179	0.167155425	0.167320903	0.143438454	0.060267857	-0.055222089	-0.097426471	-0.091511138	-0.107227488	-0.12991453	-0.10459588	-0.097363083	-0.106686332	-0.115218435	-0.053700361	0.010096576	0.04788855	0.074270557	0.127122333	0.15992892	0.161784588	0.154228856	0.168114683	0.182885906	0.158350515	0.12085211	0.087113609	0.041918581	-0.020808323	-0.064027939	-0.06122449	-0.035994764	-0.011504425	0.011485043	0.038666022	0.051004288	0.049871575	0.045408059	0.04701768	0.042754026	0.032246758	0.016991092	0.010464758	-0.00101759	-0.01054384	-0.017393631	-0.009041591	-0.004036836	0.003446578	0.005283381	0.011943414	0.009673791	0.005798687	0.002464902	0.008333333	0.013966187	0.018026565	0.020846561	0.025483769	0.024755083	0.019920319	0.012615994	0.011614643	0.007977621	0.002391598	-0.005933174	-0.006707254	-0.009779951	-0.011118902	-0.01382443	-0.007883979	-0.002225017	0.003570739	0.006373117	0.014288454	0.018225191	0.021427894	0.021050635	0.027121859	0.029987585	0.032804233	0.029716388	0.03092385	0.02555202	0.021624219	0.015077307	0.019575856	0.021703482	0.025394046	0.023760432	0.027495812	0.024383021	0.021297574	0.016116352	0.021031009	0.025378233	0.032425042	0.037351278	0.04888932	0.05743373	0.066647652	0.072499293	0.085805483	0.093496701	0.100923546	0.09972032	0.10367339	0.100796538	0.104205839	0.107228196	0.130408774	0.15728311	0.197256958	0.240923421	0.300715015	0.362842765	0.428940568	0.490791801	0.553733681	0.605442892	0.644232804	0.667553758	0.682334218	0.684477297	0.676140535	0.658095537	0.641207076	0.618843907	0.596157884	0.570913716	0.558117297	0.546893255	0.543776371	0.541113781	0.550139132	0.556111508	0.562353898	0.564780002	0.57531889	0.584750911	0.596868687	0.609805306	0.631526205	0.65331464	0.674215853	0.693357415	0.715627498	0.73493014	0.751223898	0.76361634	0.778323641	0.790559581	0.800040622	0.806398855	0.815214044	0.822839506	0.829429367	0.834539066	0.843220339	0.850616389	0.855286412	0.857500522	0.861631294	0.863622211	0.865045843	0.86717151	0.875443397	0.885311871	0.895820836	0.906187823	0.91980198	0.931181305	0.938995215	0.943991135	0.950618546	0.955154158	0.955787697	0.952594491	0.950540627	0.946417112	0.94021102	0.932943677	0.930394432	0.927985702	0.924264706	0.917530133	0.912198747	0.903641637	0.89175932	0.876241491	0.862139918	0.844860256	0.822634508	0.795386027	0.769499581	0.73964497	0.703969313	0.6627021	0.628173117	0.59527745	0.56193847	0.523101266	0.497225305	0.470204437	0.444783715	0.417525773	0.427872861	0.444305382	0.455116133	0.43159204	end
